1640927998	-12	1002	78
1640938870	-12	1002	78
1640939015	-12	1002	78
1640939140	-12	1002	78
1640939208	-12	1002	78
1640939280	-12	1002	78
1640939359	-12	1002	78
1640939578	-12	1002	78
1640928731	-6	989	90
1640931706	-6	989	90
1640933820	-6	989	94
1640935636	-6	989	94
1640937474	-5	989	90
1640939775	-5	987	88
1640941898	-5	987	88
1640944538	-5	987	93
1640949772	-4	987	88
1640951702	-4	986	88
1640953802	-4	985	92
1640955602	-4	985	92
1640959202	-4	985	90
